"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-9488-7612","53e99e8cb7602d97027523d3","stanisz","","greg stanisz","greg j. stanisz",""
"0000-0002-5878-8238","53e9b2ccb7602d9703d795dd","brooker","","sally brooker","sally. brooker","jan karel. buijink"
"0000-0002-3270-4067","53e99b95b7602d970243cf79","dembour","","marie-benedicte dembour","marie-bénédicte dembour","betty de hart"
"0000-0002-1284-6447","56d81805dabfae2eee7ee068","xiao li","","xiao li","xiao li","xia zhang"
"0000-0003-3792-3768","55a3e00e65ce5cd7b3bb12ec","michael","","michael pender","pender michael p",""
"0000-0001-6508-6608","55a5131d65ceb7cb02e001c3","mercier","","raphael mercier","mercier raphaël","portemer virginie"
"0000-0003-2428-715X","53e9b7e0b7602d970438cffc","david h","","david h foster","david h. foster",""
"0000-0003-2469-6316","55a525ca65ceb7cb02e27e01","baillie","","george baillie","baillie george s","tsakiris stylianos"
"0000-0003-4213-7411","53e9b010b7602d9703a690fb","helen p","","helen p kavitha","helen p. kavitha","bathey r. venkatraman"
"0000-0002-8517-2375","53e9b62eb7602d9704186055","newbold","","john newbold","j. r. newbold","l. wagner"
"0000-0001-7363-9663","55a4a17465ceb7cb02d4c7af","strauss","","volker strauss","strauss volker","treumann silke"
"0000-0002-9273-3855","55a4f22e65ceb7cb02dcc067","rosanna","","rosanna sabini","sabini rosanna c","raghavan preeti"
"0000-0003-3174-3272","53e9ae5cb7602d97038786d2","kennedy","","harry g kennedy","h.g. kennedy","j. zandbergen"
"0000-0001-7160-3608","53e9a73cb7602d97030774b0","robbins","","mark owen robbins","mark robbins","belita koiller"
"0000-0001-5589-1849","5a1e1c220cf2ac5ceefcedae","corinna","","corinna storz","storz corinna","nikolaou konstantin"
"0000-0002-0007-6289","55a533ec65ceb7cb02e42c55","andreas","","andreas wodarz","wodarz andreas","zhang gang"
"0000-0002-3836-768X","53e9a508b7602d9702e2b300","gilburn","","andre gilburn","andre s. gilburn","katie m. stewart"
"0000-0002-1412-3023","55a6c56065ce054aad75085c","druffel","","thad druffel","druffel t","dharmadasa r"
"0000-0001-8387-2768","53e99f12b7602d97027e074f","tallman","","ellis tallman","ellis w. tallman","lance a. fisher"
"0000-0003-3947-7677","53e9a9ebb7602d970334f061","fuchser","","jens fuchser","j fuchser","a trefzer"
"0000-0003-4174-9037","5c0f8f45da562944aca52ce8","kaufman","","joel kaufman","joel d kaufman","adam a szpiro"
"0000-0002-0724-7044","53e99cdfb7602d9702591706","narayan","","jagdish narayan","j. narayan","q. wei"
"0000-0002-5067-6397","55a3cc21c91b587b0962c8eb","lennart","","lennart nilsson","nilsson lennart","duan jianxin"
"0000-0002-8957-6465","55a5278ac91bf3b1cc50366e","pereira","","eliseu pereira","pereira eliseu j g","siqueira herbert a a"
"0000-0002-0976-8732","55a40c7965ce5cd7b3c1eeb0","polakof","","sergio polakof","polakof s","míguez j m"
"0000-0002-6264-136X","56d8e10bdabfae2eee11fd8f","patrick","","patrick grimont","patrick a d grimont","annaelle kerouanton"
"0000-0003-4076-1771","55a6cc4765ce054aad762367","haiyuan","","haiyuan zhang","zhang haiyuan","chang chong hyun"
"0000-0002-8112-2987","55a4319bc91b587b09705ca6","pittman","","alan pittman","pittman alan","malzer elke"
"0000-0002-3154-1948","56d8d795dabfae2eeed707b8","mohamed","","mohamed elmonem","mohamed a elmonem","dina mehaney"
"0000-0003-4185-4363","53e9b0a5b7602d9703b0e116","refiye ","","refiye ","refiye yanardag","meliha sengezer inceli"
"0000-0001-8597-088X","5c136d61da56295a08aa7039","lapchak","","peter lapchak","peter h lapchak","mayya geha"
"0000-0002-4756-5493","53e9b15fb7602d9703be2291","justine","","justine smith","justine r. smith","james t. rosenbaum"
"0000-0002-6552-2673","53e9b661b7602d97041c4466","capalbo","","susan capalbo","susan m capalbo","jane friesen"
"0000-0002-9733-006X","53e9b38fb7602d9703e72970","shehata","","sherif shehata","s. m. shehata",""
"0000-0001-6735-4573","53e9a415b7602d9702d2ec2b","d'anjou","","marc-andré d'anjou","marc-andrÉ d'anjou","amy s. tidwell"
"0000-0002-6603-5252","558c176fe4b02b9f07a5072b","preethi","","dr.dmd preethi","preethi, d.m.d.",""
"0000-0002-0224-9251","53e9b166b7602d9703beb406","bolotin","","sergey bolotin","s. n. bolotin","o. v. statsenko"
"0000-0003-4644-5665","55a4754b65ce31bc877b90c6","alvarez","","fernando andres alvarez","alvarez fernando a","bonadeo lassalle fernando"
"0000-0003-4468-0928","53e99cf4b7602d97025a8b08","di palo","","rossella di palo","r. di palo","l. zicarelli"
"0000-0002-6395-2098","55a3c7bc65ce5cd7b3b773dc","andrzej","","andrzej budaj","budaj andrzej","meeks brandi"
"0000-0001-9159-4606","53e9accbb7602d97036a5ee6","ying he","","ying he","ying he","chun cai"
"0000-0002-2795-2138","53e9bb86b7602d97047cef1b","smalley","","philip smalley","p.c. smalley","a. nordaa"
"0000-0001-5660-7547","56d8f5fedabfae2eee93841b","bibikov","","pavel bibikov","p v bibikov","v v lychagin"
"0000-0002-6249-1277","53e9b95bb7602d97045447ef","pashaev","","oktay pashaev","oktay k pashaev","jyhhao"
"0000-0002-6728-8868","56d8f36fdabfae2eee839d53","galovic","","slobodanka galovic","s galovic","m v popovic"
"0000-0003-1809-2954","56d8996cdabfae2eee2a96ea","berrada","","mohammed berrada","mohamed saleh berrada","a benaamara"
"0000-0003-2109-2031","53e9b5b6b7602d97040fa6ce","pesando","","igor pesando","i pesando",""
"0000-0003-3667-259X","53e9b062b7602d9703ac9e40","chandre","","cristel chandre","c. chandre","s. huang"
"0000-0001-8580-7628","53e9a22bb7602d9702b2ef7d","herbert","","herbert virgin","herbert w. virgin","megan goodwin"
"0000-0002-4269-515X","53e9b6afb7602d970422eef2","richard","","richard battye","richard a. battye","brandon carter"
"0000-0002-5338-0671","55a494fd65ceb7cb02d2c149","seokwoo","","seokwoo jeon","jeon seokwoo","park woon ik"
"0000-0001-6776-8661","56d8d97ddabfae2eeee325a5","inadomi","","john inadomi","john m inadomi","michael a kohn"
"0000-0003-1161-1985","55a6cd6a65ce054aad767b28","stevens","","elizabeth munkebjerg stevens","stevens e","andreasen s"
"0000-0002-5337-663X","53e9aed7b7602d9703901c3e","lambert","","paul lambert","paul c. lambert","alexander j. sutton"
"0000-0002-9577-9314","57df47f70cf2d6ac136d57d2","tomoaki","","tomoaki nagai","nagai tomoaki","konotop gleb"
"0000-0002-9985-8466","56d92ca1dabfae2eeee14912","anabela","","anabela santos","anabela cruzsantos","pascale m j engel de abreu"
"0000-0003-3792-3768","5c136b2bda56295a08a689db","michael","","michael pender","michael p pender","judith m greer"
"0000-0002-0161-8449","53e9b360b7602d9703e3f246","chaujar","","rishu  chaujar","rishu chaujar","ravneet kaur"
"0000-0002-0618-044X","56d924d6dabfae2eeeb4ad6e","macbeth","","angus macbeth","a a macbeth","matthias schwannauer"
"0000-0002-0528-161X","53e99dc5b7602d9702684cbc","sandell","","julie sandell","j. h. sandell","p. h. schiller"
"0000-0001-7685-8175","53e9b549b7602d970408003d","heather","","heather allore","heather g. allore","ling han"
"0000-0001-8618-5680","53e9a14db7602d9702a418c8","richard","","richard wilson","richard e. wilson","heino nitsche"
"0000-0002-5913-2599","53e9a4e4b7602d9702e02392","aguilar","","carme aguilar","c. aguilar","m. palomo"
"0000-0002-8597-8723","59d83c6a0cf2bed5eb51fa92","richard","","richard gillams","gillams richard james","labrador ana maria"
"0000-0001-9999-2780","57c8e0160cf2750fe423611f","ristori","","emma ristori","ristori emma","moro albertomaria"
"0000-0002-6338-8482","53e99d05b7602d97025bba6f","bernard","","bernard thong","bernard yu-hor thong","khai-pang leong"
"0000-0001-8253-2913","53e9a5cdb7602d9702ef81d1","johnsen","","hans erik johnsen","h. e. johnsen","m. haack‐sorensen"
"0000-0002-7451-4632","5c0f88bbda562944ac97b584","breault","","joseph breault","joseph l breault","stephanie gaudreau"
"0000-0002-0845-9444","53e9a171b7602d9702a607af","trudeau","","vance trudeau","vance l. trudeau","mitra panahi"
"0000-0001-9778-9113","5c0f7597da562944ac6d8a06","rongxin","","su rongxin","rongxin su","xiao liu"
"0000-0002-6048-2078","5c0f7ef7da562944ac8247a2","sitaram","","sitaram emani","sitaram m emani","gerald marx"
"0000-0001-6998-6339","56d8e5a6dabfae2eee2f71d0","saelens","","brian saelens","brian e saelens","eric b hekler"
"0000-0002-8593-2290","53e9ab48b7602d97034da39e","michael","","michael markey","michael p. markey","christopher n. mayhew"
"0000-0001-7633-7150","5c1363a7da56295a089a6d30","webster","","marie webster","marie r webster","anastasia guerrini"
"0000-0002-3309-6075","56d82b46dabfae2eeefe2e51","taciana","","taciana savian","taciana villela savian","crysttian arantes paixao"
"0000-0002-0582-475X","53e9a994b7602d97032ef1d3","banwell","","martin banwell","martin g. banwell","anthony c. willis"
"0000-0001-7139-6661","55a6b46165ce054aad71fcdb","jamison","","keith jamison","jamison keith w","roy abhrajeet v"
"0000-0001-9341-2490","53e9b732b7602d97042ce0d7","femiano","","felice femiano","f. femiano","c. scully"
"0000-0003-2261-7338","55a67bba65ce054aad693e7e","marques","","maria isabel marques","marques isabel","amouri ali"
"0000-0002-7409-7007","56d85ef8dabfae2eee6d0a44","brennen","","brennen mills","brennen w mills mr","owen prof"
"0000-0003-4758-8676","55a4e0d3612c6b12aafcb3d8","beratan","","david beratan","beratan david n","liu jianqin"
"0000-0002-9575-8839","53e9a0edb7602d97029d5d06","allison","","gordon allison","gordon g. allison","michael k. theodorou"
"0000-0001-8508-9224","55a50159c91bf3b1cc4c3da0","ko ling","","ko ling chan","chan ko ling","brownridge douglas a"
"0000-0001-6441-5334","55a6b72b65ce054aad7278a2","richard","","richard keep","keep richard f","okubo shuichi"
"0000-0001-9777-6849","53e997e4b7602d9701fdaa7b","ruggeri","","rocco ruggeri","r. ruggeri","m. barilli"
"0000-0002-3195-4478","53e9994cb7602d970218b73a","william","","william  e. pelham, jr.","william e., jr. pelham","david r. pillow"
"0000-0003-1849-083X","558ad6c784ae84d265bff07a","eltawil","","ahmed eltawil","eltawil, a.m.","tarighat, a."
"0000-0003-0972-928X","5c0f8d10da562944aca0bd55","michael","","michael gänzle","michael g gänzle","danielle balay"
"0000-0002-9701-8252","55a64f7b65ce054aad64065e","marlene","","marlene hao","hao marlene m","enomoto hideki"
"0000-0002-3481-8201","5c0f7f90da562944ac838b0a","matthew","","matthew harwood","matthew d harwood","helen musther"
"0000-0002-9771-3474","56d8f88ddabfae2eeea396c4","adamyan","","vadym adamyan","v m adamyan","oleksii a smyrnov"
"0000-0002-4544-3142","53e9b355b7602d9703e30259","stabile","","eugenio stabile","e stabile","a filippini"
"0000-0001-5276-5732","55a4490fc91b587b097585b4","phillip","","phillip larimer","larimer phillip","williams philip a"
"0000-0003-1670-3301","55a666c365ce054aad667630","xiaocun","","xiaocun lu","lu xiaocun","liao sheng-yun"
"0000-0003-4617-3858","55a6ba8265ce054aad72e451","luciana","","luciana ballini","ballini luciana","vignatelli luca"
"0000-0002-9030-0976","55a4da9465ceb7cb02da10a1","pouladi","","mahmoud pouladi","pouladi m a","teo r t y"
"0000-0001-6809-3811","53e99ea0b7602d97027683dc","marques","","leonel marques","l. marques","m. f. carrasco"
"0000-0001-6220-8585","53e99ea0b7602d970276724b","ricardo","","ricardo lage","ricardo da cruz lage","carlos alexandre de souza bomtempo"
"0000-0002-3926-7314","56d8f19adabfae2eee78888b","timothy","","timothy wood","timothy a wood","asitha senanayake"
"0000-0002-0794-9441","55a4893d612ca648689a29ec","sievers","","eric sievers","sievers e l","larson r a"
"0000-0002-3087-4660","55a3e5bf65ce5cd7b3bbea31","dekaban","","gregory  a. dekaban","dekaban gregory a","rosas-arellano m patricia"
"0000-0002-1290-7430","53e9ad6db7602d970375b7f2","raimund","","raimund ober","raimund j. ober","j. a. sefton"
"0000-0001-7684-8014","5c0f71fada562944ac64b548","janiaud","","perrine janiaud","p janiaud","i bonan"
"0000-0001-9754-4116","56d8286ddabfae2eeeec315c","vicente","","ortun vicente","vicente ortun","juan gervas"
"0000-0002-6479-4255","53e9a003b7602d97028e816f","mortari","","daniela mortari","d.a. mortari","a.j. motheo"
"0000-0003-4246-3938","56d923a9dabfae2eeead46e7","michael","","michael o'donohue","michael j o donohue","emmie dornez"
"0000-0002-6201-2483","5548e8500cf2abac7d04438d","hostrup","","morten hostrup","hostrup m","ortenblad n"
"0000-0002-4539-8783","53e9b86db7602d970443bc28","roberto","","ines roberto","inês c. roberto","zea d. v. l. mayerhoff"
"0000-0002-1498-6785","5a026cc80cf299ac042bd6b2","ragaert","","kim ragaert","ragaert kim","brouwer marieke t"
"0000-0001-9402-2996","56d8e230dabfae2eee19b85a","mihalis","","mihalis golias","mihalis m golias","georgios k d saharidis"
"0000-0002-8174-302X","53e9ac69b7602d970363baca","ormerod","","stephen j ormerod","s j ormerod","m w pienkowski"
"0000-0001-7049-2432","56d817eddabfae2eee7e3900","rodolfo","","rodolfo ostilla monico","rodolfo ostillamonico","roberto verzicco"
"0000-0002-6702-7676","56d81d7ddabfae2eeea49de4","michael","","michael kelley","michael shawn kelley","william t reach"
"0000-0003-3940-1680","5735f3600cf2246f9d17c598","umanath","","kausik umanath","umanath kausik","cavanaugh kerri l"
"0000-0002-5774-2756","55a4dbc465ceb7cb02da3004","vialard","","francois vialard","vialard f","malagrida l"
"0000-0001-7869-1305","55a5420165ceb7cb02e60cfa","dringen","","ralf dringen","dringen ralf","kaltz achim"
"0000-0003-2241-1989","56d8b92bdabfae2eee20fe78","thakare","","sanjay thakare","sanjay r thakare","kalyani urkude"
"0000-0002-0169-4361","53e9a547b7602d9702e6cf49","rickard","","graham rickard","graham j. rickard","michael j. m. williams"
"0000-0002-0022-7315","53e9a9d9b7602d970333cbb5","jackson","","henry jackson","henry j jackson","p j thorbecke"
"0000-0002-8485-2520","55a66b1d65ce054aad670ed2","pintado","","belen pintado","pintado belén","lópez-cardona angela p"
"0000-0002-5456-1167","56d8d92ddabfae2eeee157fe","furches","","m. steven furches","m steven furches","kaius helenurm"
"0000-0003-1519-7734","55a651d465ce054aad645794","nichols","","jason nichols","nichols jason j","kimball samuel h"
"0000-0003-3954-8535","59867f930cf2a40728960626","panchal","","vishal panchal","panchal vishal","manzin alessandra"
"0000-0003-3663-5473","53e9a113b7602d9702a00f12","bradley","","bradley miller","bradley s miller","james t bronk"
"0000-0002-9399-8628","56d89e62dabfae2eee5111a9","bradley","","louise bradley","a l bradley","pascal landais"
"0000-0002-7777-6566","56d81c0edabfae2eee9aef5d","carolin","","carolin langan","carolin lubos","hansrudolf bork"
"0000-0002-0922-8728","53e9baf1b7602d9704722308","hammond","","geoffrey hammond","g.p. hammond","r.m. mackay"
"0000-0001-6136-0980","56d825f7dabfae2eeedcdf1b","ricardo","","ricardo furlan","ricardo l e furlan","paula garcia"
"0000-0002-3886-9516","55a5d531612c6b12ab2ec1f8","kempson","","ivan kempson","kempson ivan m","skinner william m"
"0000-0001-6199-4879","55a6c1e565ce054aad746400","michael","","michael beyeler","beyeler michael","moncada yessica"
"0000-0003-4096-8078","5a27d4410cf2f0e11877390d","giraudo","","martina giraudo","giraudo m","barbieri s"
"0000-0002-2576-220X","55a43895c91b587b097245ed","massimo","","massimo mascolo","mascolo massimo","lo muzio lorenzo"
"0000-0001-5113-8147","53e9b1d7b7602d9703c692cc","william","","william oh","william k. oh",""
"0000-0002-3295-7128","53e9aff4b7602d9703a498c8","safinya","","cyrus safinya","c. r. safinya","e. b. sirota"
"0000-0002-0877-7637","56d88d08dabfae2eeec7659a","yakimov","","mikhail yakimov","m yakimov","v p zimakov"
"0000-0001-5352-5423","55a4763265ce31bc877b9795","ji hong","","ji hong kim","kim ji hong","park se jin"
"0000-0002-6778-954X","55a6561d65ce054aad64c891","donnell","","robert l. donnell","donnell robert","williamson heather r"
"0000-0001-7996-0095","53e99a6db7602d97022dd251","hickson","","mary hickson","m. hickson","l. wright"
"0000-0002-3525-4671","55a4d19065ceb7cb02d8fff0","molnár","","elek molnár","molnár elek","monaghan daniel t"
"0000-0002-5291-2445","53e9ab90b7602d970353c7b7","denis j","","denis j murphy","denis j. murphy","rachel m. leech"
"0000-0002-3862-7023","53e9a1bcb7602d9702ab2045","timothy","","timothy nelson","timothy j. nelson","almudena martinez-fernandez"
"0000-0002-0125-7751","55a3d1eb612ca6486879a855","hajduch","","eric hajduch","hajduch e","christie g"
"0000-0003-3940-1621","53e9a9f7b7602d970336116d","lercher","","martin lercher","martin j lercher","joël savard"
"0000-0002-4791-1763","55a417262401c6de3b81c725","messier","","claude messier","messier c","destrade c"
"0000-0002-4400-8982","56d8e89cdabfae2eee41a3f3","lebedev","","nikolay lebedev","n. g. lebedev","g. s. ivanchenko"
"0000-0001-8554-6931","55a5466265ceb7cb02e68656","chandna","","arvind chandna","chandna arvind","hagan richard"
"0000-0003-4048-177X","53e9a1a8b7602d9702a9c9ff","jessica","","jessica blois","jessica l. blois","elizabeth a. hadly"
"0000-0001-5094-7225","56d9119cdabfae2eee3ec765","loacker","","bernadette isabel loacker","bernadette loacker","martyna śliwa"
"0000-0002-7029-1048","56d922c1dabfae2eeea7d033","antonio","","antonio s. silva","antonio s silva","alexandra alvergne"
"0000-0001-8011-8647","55a6cfb765ce054aad76c89b","mournet","","pierre mournet","mournet pierre","malapa roger"
"0000-0002-1421-9033","55a5f89365cead59c831b0c8","segreti","","luca segreti","segreti luca","menichetti francesca"
"0000-0002-9682-2898","5c0f7531da562944ac6cadbb","minetti","","conceicao minetti","conceição a minetti","kenneth j breslauer"
"0000-0003-3604-2950","56d81660dabfae2eee744c88","barrett","","perry barrett","p n barrett","clausdieter mayer"
"0000-0002-5965-9577","53e99bffb7602d97024aced1","svirina","","larissa svirina","l. p. svirina","yu. p. zhurik"
"0000-0003-4982-7714","55a5c96865ce60f99bf55f11","william","","william ledoux","ledoux william r","boyko edward j"
"0000-0002-0442-6848","55a43e37c91b587b09734fe5","latimer","","amy latimer","latimer amy e","katulak nicole a"
"0000-0002-2893-5954","55a4a9f365ceb7cb02d58d5e","lauwers","","frederic lauwers","lauwers frédéric","lamant laurence"
"0000-0001-7764-1947","56d8cb9cdabfae2eee79f8da","michael","","michael peach","michael j g peach","andrew m teale"
"0000-0002-3126-1380","55a523cec91bf3b1cc4fb820","michiel","","michiel spape","spapé michiel m","serrien deborah j"
"0000-0002-3146-7231","56d83adedabfae2eee5e6b5c","agarwal","","rajiv agarwal","roshan agarwal","richard a larson"
"0000-0002-4555-8492","55a5a837612c6b12ab2909c6","davidek","","tomas davidek","davidek tomas","goldmann till"
"0000-0002-6042-437X","59aa19740cf263c7375e97c7","natalie","","natalie ward","ward natalie c","shinde sujata"
