"orcid","pm_id","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-9275-4242","24903436","chaparro","","maría chaparro","m chaparro","j p gisbert"
"0000-0003-2513-1317","22837363","löffler","","markus w. löffler","markus w löffler","nicole schneiderhan-marra"
"0000-0001-7177-1185","30196887","michelle","","michelle mielke","michelle m mielke","kathleen hayden"
"0000-0001-6813-6527","24081620","iglesias","","xavier iglesias","x iglesias","d chaverri"
"0000-0001-8492-8305","11053870","oubridge","","chris oubridge"," oubridge"," jovine"
"0000-0003-3646-4336","11810545","numazaki","","kei numazaki","k numazaki","t fujikawa"
"0000-0003-1615-8614","18514032","laurence","","laurence marchat","laurence a marchat","nancy guillen"
"0000-0001-7345-5151","10559566","nordberg","","agneta nordberg","a nordberg","d perani"
"0000-0001-6479-8427","26496746","susannah","","susannah tringe","susannah g tringe","kanwar singh"
"0000-0002-0274-5669","11056040","martelli","","pier luigi martelli","p l martelli","p fariselli"
"0000-0003-2712-7549","10008440","rodrigues","","pedro a. m. rodrigues"," rodrigues"," araújo silva ma"
"0000-0002-6717-4270","26928093","christina","","christina master","christina l master","kristy b arbogast"
"0000-0001-5660-3255","11369666","bertolini","","francesco bertolini","f bertolini","a burlini"
"0000-0001-6078-7843","22537988","scheifele","","david scheifele","david w scheifele","anthony schryvers"
"0000-0002-6874-7798","27208769","lina meng","","lina meng","lina meng","stan deresinski"
"0000-0002-2327-2493","23801424","macaskill","","charlie macaskill","c macaskill","j e moore"
"0000-0002-0921-342X","31342244","giancarlo","","giancarlo de la tore canales","giancarlo de la torre canales","juliana stuginski-barbosa"
"0000-0003-3662-0159","28731413","marseglia","","gian luigi marseglia","g l marseglia","e panfili"
"0000-0001-7812-5995","21149667","jeyaretna","","deva jeyaretna","deva sanjeeva jeyaretna","anat stemmer-rachamimov"
"0000-0002-7493-2850","25246306","christian","","christian nebiker","christian a nebiker","athanasios tampakis"
"0000-0001-7610-7435","24142306","roussotte","","florence roussotte","florence f roussotte","paul m thompson"
"0000-0001-9287-8651","9909611","simonucci","","stefano simonucci"," simonucci"," colle"
"0000-0003-2888-9027","27890477","verbrugge","","laura verbrugge","laura n h verbrugge","jan m fliervoet"
"0000-0003-2387-2031","21158867","frederick","","frederick meinzer","frederick c meinzer","steven l voelker"
"0000-0001-8280-7024","15313992","alan katz","","alan katz","alan katz","diane e watson"
"0000-0002-1288-3037","31073599","alejandro","","alejandro relling","alejandro e relling","danielle n coleman"
"0000-0001-8049-9347","3779697","mcpherson","","john mcpherson","j d mcpherson","d j walton"
"0000-0003-4291-6853","15648842","scharsack","","jörn peter scharsack","jörn p scharsack","dieter steinhagen"
"0000-0001-6384-2246","15602621","wittmaack","","klaus wittmaack","k wittmaack"," "
"0000-0001-9816-510X","15041021","stanislav","","stanislav zakharkin","stanislav o zakharkin","oksana v litvinova"
"0000-0002-0934-418X","23596329","gutteling","","tjerk gutteling","t p gutteling","s y park"
"0000-0001-9474-8041","23682605","greenberg","","everett greenberg","e peter greenberg","martin schuster"
"0000-0003-2165-8568","17040921","waldvogel","","henry waldvogel","henry j waldvogel","sally j thomas"
"0000-0003-2134-7719","24182104","barbaglia","","mario oscar barbaglia","m barbaglia","r mayer"
"0000-0001-9290-5373","25613185","mcpherson","","andrew mcpherson","a s mcpherson","o p dhungyel"
"0000-0001-5999-5020","23452989","emma hall","","emma hall","emma hall","david dearnaley"
"0000-0001-7994-7755","18670322","alexander","","thomas alexander","thomas h alexander","allen f ryan"
"0000-0002-8703-4283","27502678","malachias","","angelo malachias","a malachias","b l liang"
"0000-0003-4289-2097","10735889","grankvist","","kjell grankvist","k grankvist","b tavelin"
"0000-0002-6456-4361","8449105","nishimura","","masaharu nishimura","m nishimura","s kobayashi"
"0000-0002-8493-1106","17628871","samanidou","","victoria f. samanidou","victoria f samanidou","konstantina i nikolaidou"
"0000-0002-9550-6244","17011760","olszewska","","maria olszewska","m olszewska","k jakubowska"
"0000-0002-5180-096X","15104242","rodriguez","","juan bautista rodriguez","juan b rodriguez","ariel s gross"
"0000-0003-1283-1672","25839422","yang song","","yang song","yang song","yue wang"
"0000-0002-5710-5888","17505515","michaelis","","martin michaelis","m michaelis","e weich"
"0000-0002-8131-9261","20431821","savinelli","","robert savinelli","robert o savinelli","susannah l scott"
"0000-0001-7157-8131","27395498","faivovich","","julian faivovich","julián faivovich","paula hanna valdujo"
"0000-0001-6876-2931","29652600","patterson","","megan patterson","megan s patterson","patricia goodson"
"0000-0001-9403-5877","21599683","ted brown","","ted brown","ted brown","carissa lyons"
"0000-0003-4030-4212","27293679","christine","","christine lattin","christine r lattin","l michael romero"
"0000-0002-2080-0262","24451894","kate hill","","kate hill","kate hill","stephanie honey"
"0000-0003-0919-2224","26599320","yan zhang","","yan zhang","yan zhang","shaopeng li"
"0000-0002-3919-5250","11524593","ezzelarab","","mohamed ezzelarab","m ezzelarab","a demetris"
"0000-0002-4044-8614","20493241","fautrelle","","lilian fautrelle","l fautrelle","b berret"
"0000-0001-8859-4285","23337222","adrienne ","","adrienne  alayli","adrienne f g alayli-goebbels","benedict g c dellaert"
"0000-0003-0573-0179","31377252","tuncdemir","","sebnem tuncdemir","sebnem nur tuncdemir","rene hen"
"0000-0002-3008-7843","26383162","christian","","christian abnet","christian c abnet","paul brennan"
"0000-0001-9077-8964","24365768","wenxi gao","","wenxi gao","wenxi gao","xiaohui bai"
"0000-0001-6301-8919","31061473","shun ohki","","shun ohki","shun ohki","sho hosoya"
"0000-0003-1338-7841","22281683","bora yoon","","bora yoon","bora yoon","jong-man kim"
"0000-0002-7518-9579","10229321","venugopal","","parameswaran venugopal","p venugopal","k allampallam"
"0000-0002-3952-1634","14695292","paciaroni","","alessandro paciaroni","a paciaroni","m marconi"
"0000-0002-1262-9741","28454876","steenstra","","ivan steenstra","ivan a steenstra","dwayne van eerd"
"0000-0002-0598-151X","20136968","ayonrinde","","oyekoya ayonrinde","oyekoya t ayonrinde","john k olynyk"
"0000-0003-0558-0035","25939142","guillermo","","guillermo garcia garcia","guillermo garcia-garcia","vivekanand jha"
"0000-0002-4330-2928","10992302","boultwood","","jacqueline boultwood","j boultwood","r j jaju"
"0000-0003-3294-6637","26557158","sandi lam","","sandi lam","sandi lam","brenda auffinger"
"0000-0002-0613-6094","29854897","carpenter","","randall carpenter","r carpenter","a zhang"
"0000-0003-2995-9226","27525807","guilherme","","guilherme garcia","guilherme j m garcia","john s rhee"
"0000-0001-9444-9746","11752121","takahashi","","hideo takahashi","hideo kohka takahashi","tadashi yoshino"
"0000-0002-8955-3132","29669592","solovieva","","solovieva elena","elena solovieva","hisashi narimatsu"
"0000-0002-1607-9943","24691384","ali cinar","","ali cinar","ali cinar","kamuran turksoy"
"0000-0001-9895-1266","29159306","francisco","","francisco surace","francisco i surace","brian a rood"
"0000-0002-7394-2862","27964737","mary beth","","mary beth son","mary beth f son","elizabeth y n ang"
"0000-0001-5156-1279","31452290","hachisuka","","eri hachisuka","eri okajima hachisuka","kenichi sugimoto"
"0000-0001-7554-3470","26198691","pritchard","","david james pritchard","david j pritchard","t andrew hurly"
"0000-0002-3110-692X","31817357","francisco","","francisco herrera gómez","francisco herrera-gómez","eduardo gutierrez-abejón"
"0000-0003-0166-8937","20681518","alemayehu","","abraham alemayehu","abraham b alemayehu","abhik ghosh"
"0000-0002-1995-3536","19130988","guazzotti","","giampaolo guazzotti","gianpaolo guazzotti","gian domenico pinna"
"0000-0003-3966-1642","30568788","francisco","","francisco llabres diaz","francisco llabrés-díaz","edgar garcia manzanilla"
"0000-0003-2289-6242","21919689","theodore ","","theodore  liakakos ","theodore liakakos","dimitrios h roukos"
"0000-0001-8743-0932","7586298","mcconnell","","michael mcconnell","m v mcconnell","r r edelman"
"0000-0001-5102-8992","8467380","holtzclaw","","lynne holtzclaw","l holtzclaw","s u devaskar"
"0000-0002-8545-6917","26380568","elizabeth","","elizabeth hall","elizabeth l alford","stephanie j phelps"
"0000-0002-9204-5489","1227511","angielski","","stefan angielski","s angielski","j landowski"
"0000-0003-1302-9307","28751242","mcgilvray","","kirk mcgilvray","kirk c mcgilvray","raymond j linovitz"
"0000-0002-6373-3717","9284055","schwarzer","","christoph schwarzer","c schwarzer","k fuchs"
"0000-0001-8642-6325","15584809","chaigneau","","sergio chaigneau","sergio e chaigneau","lawrence w barsalou"
"0000-0002-2321-8091","22700554","vicky goh","","vicky goh","vicky goh","boris vojnovic"
"0000-0001-6383-7148","30120030","braukmann","","ricarda braukmann","r braukmann","l pirazzoli"
"0000-0002-6232-9165","21730958","freericks","","james freericks","j k freericks","r islam"
"0000-0003-3197-373X","27844165","outteryck","","olivier outteryck","o outteryck","m spadaro"
"0000-0003-0627-2448","31789318","baghdoyan","","helen a. baghdoyan","helen a baghdoyan","christopher b o'brien"
"0000-0002-1337-4103","24356841","deutzmann","","joerg stefan deutzmann","jörg s deutzmann","anja poehlein"
"0000-0002-0822-0281","15599642","karabulut","","nevzat karabulut","n karabulut","f ardiç"
"0000-0002-5196-2678","2227598","tsukimori","","kiyomi tsukimori","k tsukimori","n tsukamoto"
"0000-0002-1082-2871","15093294","stevenson","","keith stevenson","k j stevenson","s chen"
"0000-0001-6477-6500","31090275","chun tang","","chun tang","chun tang","qing-fen yang"
"0000-0002-4249-8017","28199079","sara bals","","sara bals","sara bals","mert kurttepeli"
"0000-0003-1652-432X","15729582","chantepie","","sandrine chantepie","s chantepie","m j chapman"
"0000-0003-0309-1772","29302662","krasowska","","marta krasowska","m krasowska","j ralston"
"0000-0002-1620-0547","30588883","khushwant","","khushwant yadav","khushwant s yadav","mahesh k gupta"
"0000-0003-2709-4011","24164481","lisa kidd","","lisa kidd","lisa kidd","evelyn mcelhinney"
"0000-0003-4674-0242","16495254","mclachlan","","andrew mclachlan","andrew j mclachlan","christa e nath"
"0000-0003-4989-9486","25940604","van wijck","","suzanne van wijck","suzanne f m van wijck","a marjanne oomen"
"0000-0002-2428-4867","25618181","elisabeth","","elisabeth gomez moyano","elisabeth gomez-moyano","daniel jesus godoy diaz"
"0000-0002-4200-374X","2939880","villalobo","","antonio villalobo","a villalobo","b d roufogalis"
"0000-0001-6901-7490","12114588","chaofu lu","","chaofu lu","chaofu lu","matthew j hills"
"0000-0001-9694-0846","23756206","maclennan","","calman maclennan","calman a maclennan","allan saul"
"0000-0002-3557-523X","20022079","hermanson","","mark hermanson","mark h hermanson","lisa hoferkamp"
"0000-0001-9714-8623","27230261","ran brosh","","ran brosh","ran brosh","avinash waghray"
"0000-0002-6789-9298","29310588","seetharam","","arun seetharam","arun s seetharam","owyn snodgrass"
"0000-0003-2073-0070","23475974","patterson","","andrew patterson","andrew d patterson","william hendrick"
"0000-0002-3905-0238","30946799","paulo luz","","paulo luz","paulo luz"," "
"0000-0003-4234-797X","25744965","fernandes","","marilda fernandes","marilda da cruz fernandes","carolina ferreira santos"
"0000-0002-4816-1968","3380801","eisenbach","","lea r eisenbach","l eisenbach","d plaksin"
"0000-0003-3834-4549","21040905","rommereim","","leah rommereim","leah m rommereim","weijun zhang"
"0000-0001-9326-001X","27682436","wenhui gu","","wenhui gu","wenhui gu","li huan"
"0000-0001-7045-3601","24139294","dorafshar","","amir dorafshar","amir h dorafshar","saami khalifian"
"0000-0002-8216-1670","26258848","mozaffari","","sahar mozaffari","sahar v mozaffari","kaanan p shah"
"0000-0002-5090-0707","16595846","christina","","christina rodriguez","christina m rodriguez"," "
"0000-0002-8683-2996","30563990","väyrynen","","juha väyrynen","juha p väyrynen","markus j mäkinen"
"0000-0002-2098-6538","27488711","govindwar","","sanjay govindwar","sanjay p govindwar","bhumika n bhalkar"
"0000-0001-6839-5334","28421767","collinson","","maryanne collinson","maryanne m collinson","daniel a higgins"
"0000-0003-1171-7835","20430009","jun inoue","","jun inoue","jun inoue","yoshiyuki ueno"
"0000-0001-7100-965X","10425676","leppänen","","veli-matti leppänen","v m leppänen","d l ollis"
"0000-0003-2999-6553","26331156","shlyonsky","","vadim shlyonsky","v shlyonsky","o charishnikova"
"0000-0002-6607-0509","27711366","yan zhang","","yan zhang","yan zhang","min-qiang wang"
"0000-0002-3878-8927","14767819","van elden","","leontine van elden","leontine j r van elden","anton m van loon"
"0000-0002-4535-0376","28329727","jiuyao du","","jiuyao du","jiuyao du","bobo cao"
"0000-0002-3861-2278","16283216","dwolatzky","","tzvi dwolatzky","t dwolatzky","b rudensky"
"0000-0002-9660-9587","22273772","gabrielle","","gabrielle belz","gabrielle t belz","stephen l nutt"
"0000-0002-9094-2258","29628259","fhernanda","","fhernanda smiderle","fhernanda ribeiro smiderle","shayane da silva milhorini"
"0000-0003-0635-5091","24678310","schneider","","david schneider","david a schneider","harry w schroeder"
"0000-0001-6087-9190","6360429","björkhem","","ingemar björkhem","i björkhem","s xing"
"0000-0002-1377-5812","27667875","spagnuolo","","elena spagnuolo","e spagnuolo","s nielsen"
"0000-0001-7361-2161","27636920","muslimova","","elvira muslimova","e f muslimova","v f mordovin"
"0000-0002-0175-554X","30529238","mansfield","","shawn mansfield","shawn d mansfield","elizabeth l mahon"
"0000-0002-4591-3618","24314031","nora ruel","","nora ruel","nora ruel","giacomo novara"
"0000-0001-8166-8800","30991011","katarzyna","","katarzyna whysall","katarzyna goljanek-whysall","ana soriano-arroquia"
"0000-0001-6044-8120","30184967","yan zhang","","yan zhang","yan zhang","meiling zhou"
"0000-0001-8568-4242","26552811","maurizio ","","maurizio  giordano","maurizio giordano","antonino di toro"
"0000-0003-2991-1791","21550527","catherine","","catherine klein","catherine j klein","heather j hoffman"
"0000-0002-1681-1188","25377382","d'agostino","","thomas d'agostino","tom d'agostino","margo michaels"
"0000-0003-1237-2891","24430291","lammertsma","","adriaan lammertsma","a a lammertsma","m b m hofman"
"0000-0001-7979-8294","22963429","laiyu song","","laiyu song","laiyu song","dong weng"
"0000-0001-6285-8780","23352985","ana lúcia","","ana lúcia rodrigues","ana lúcia s rodrigues","mauricio p cunha"
"0000-0002-7584-596X","17347667","hengartner","","michael hengartner","m o hengartner","a sendoel"
"0000-0002-9594-9360","24172724","drinkwater","","eric drinkwater","eric j drinkwater","karim chamari"
"0000-0001-8217-3156","9566913","randez-gil","","francisca randez-gil","f randez-gil","k d entian"
"0000-0002-8336-9940","27828441","jun-hee na","","jun-hee na","jun-hee na","jeng-hun suh"
